index,Year Built,lat,lng
270216,1975.0,61.119209569692245, -149.796513087685
270217,1973.0,61.11934638137026, -149.795642782976
270218,1964.0,61.11934964238999, -149.794995687767
270219,2010.0,61.11934658658285, -149.794438616701
270220,1995.0,61.11911836668359, -149.793745736439
270221,1972.0,61.19636229701463, -149.844698939767
270222,1973.0,61.11833849286394, -149.793618239376
270223,1974.0,61.11833808338201, -149.794132213706
270224,1964.0,61.11833763715767, -149.794691749586
270225,1966.0,61.11833717353528, -149.795272044599
270226,1974.0,61.11833672050901, -149.79583563501401
270227,1972.0,61.17132173424168, -149.849535756002
270228,1969.0,61.11848068992147, -149.796439826072
270229,1971.0,61.11782768039398, -149.796505317488
270230,1971.0,61.11814383074976, -149.79572754275102
270231,2014.0,61.14045321224766, -149.98784878973302
270232,2014.0,61.14104625286738, -149.987417983415
270233,1971.0,61.1181449091746, -149.79514368476902
270234,1984.0,61.11814398900616, -149.794580248028
270235,1990.0,61.138156635482645, -149.80872960571202
270236,1965.0,61.11814124852656, -149.79402479648002
270237,1965.0,61.11789704703851, -149.79320080771
270238,1965.0,61.11736205075975, -149.79320024262802
270239,1967.0,61.11713430151119, -149.794137260144
